Collection,Topic,State,Title,Publisher,Date,Format,Link,What it covers,Verified quotes,Who should read it,Limitations,Verified on
Community impacts and public opinion,Local fiscal impacts,Virginia,Data Centers: Tax Revenues & County Budget,"Loudoun County, Virginia (County Administrator)",undated on page (references the adopted FY 2027 budget and tax year 2026 rates),County web page,https://www.loudoun.gov/6409/Tax-Revenues-County-Budget,"Loudoun County explains how data center revenue, mainly business personal property tax on computer equipment plus real estate tax, has shaped its budget. Tabs cover Tax Rates, Data Center Revenue, Data Centers and Taxes, and Stabilizing Budget Growth. The county lists what the revenue has funded (schools, public safety, libraries, parks, capital projects) and warns against overdependence on one revenue source, projecting that personal property tax growth from data centers will plateau.","""Over the past ten years, the Board of Supervisors has generally lowered the real property tax rate every year from $1.145 in tax year 2016 to $0.805 cents per $100 in assessed value for tax year 2026."" | ""the general personal property tax rate, which applies to property in data centers, remains the same as the current rate for tax years 2026 and 2027: $4.15 per $100 in assessed value.""",Finance directors and budget committees modeling how data center revenue could be used and what happens when it stops growing.,Reflects one county with the world's largest concentration of data centers and Virginia's tax structure; results will differ where equipment is exempted or abated.,18 September 2026
Community impacts and public opinion,Water use,Virginia,Data Centers: Water Considerations,"Loudoun County, Virginia (County Administrator)",undated on page (cites 2025 figures),County web page,https://www.loudoun.gov/6402/Water-Considerations,"Loudoun County describes how local data centers use a mix of cooling approaches, how Loudoun Water built a reclaimed wastewater system in 2010 to serve early data centers, and how developers consult water and wastewater authorities before proposals. It notes that a special exception process adopted in March 2025 gives officials and the public more visibility into water impacts, and discusses wastewater from open-loop cooling.","""On an average day, data centers in Loudoun account for 9% of total potable water use."" | ""the system delivered more than 750 million gallons of reclaimed water to roughly 40 customers in 2025, directly offsetting potential use of potable water.""",Water utility managers and planners considering reclaimed water requirements or a discretionary review step for water-intensive proposals.,"Figures are attributed to Loudoun Water; county page, not an independent study.",18 September 2026
Community impacts and public opinion,Property values and jobs,Virginia,"Data Centers: Appearance, Land Values & Workforce","Loudoun County, Virginia (County Administrator)",undated on page,County web page,https://www.loudoun.gov/6407/Appearance-Land-Values-Workforce,"This county page addresses aesthetics, residential property values and workforce effects of data centers. On property values it explains why a measurable effect is hard to detect in a tight housing market and that assessments have not shown discounts near data centers. On jobs it gives a direct and indirect employment estimate and notes each data center needs relatively few staff once operating.","""Assessing the impact of data centers on residential property values is complicated."" | ""no impacts to housing prices due to proximity to a data center are apparent at this time."" | ""Data centers are responsible for the creation of more than 15,000 jobs, directly and indirectly, in Loudoun County.""",Assessors and officials fielding resident questions about home values near proposed sites.,"The county itself says the housing market is tight and that effects could appear if demand waned; this is an assessor's observation, not a statistical study.",18 September 2026
Community impacts and public opinion,Noise,,Communities Are Raising Noise Pollution Concerns About Data Centers,"Environmental and Energy Study Institute (EESI), by Miguel Yañez-Barnuevo","March 23, 2026",Web article,https://www.eesi.org/articles/view/communities-are-raising-noise-pollution-concernsabout-data-centers,"Part of EESI's data center impacts series, this article describes the sources of data center noise (cooling systems, diesel generators, fans), how noise is regulated at the local and state level through zoning ordinances, and EPA's dormant federal noise authority from the 1970s. Its key takeaways note that reliable sound level data is lacking and that most county and community noise ordinances were not written for continuous industrial noise.","""Data centers emit sounds from the humming of cooling systems, rumbling of diesel generators, and whirring of fans, which can be heard for hundreds of feet around them."" | ""Noise pollution is regulated at the local and state levels through zoning ordinances, but for a time in the 1970s, the Environmental Protection Agency oversaw noise pollution and conducted noise-control investigations.""",Council members and code enforcement staff who are hearing noise complaints and need background on why existing ordinances fall short.,Policy explainer from an environmental nonprofit; not original acoustic measurement.,18 September 2026
Community impacts and public opinion,Water use,,Data Centers and Water Consumption,"Environmental and Energy Study Institute (EESI), by Miguel Yañez-Barnuevo","June 25, 2025",Web article,https://www.eesi.org/articles/view/data-centers-and-water-consumption,"This EESI article explains how data centers use freshwater for cooling, why larger AI-focused facilities are increasing water consumption alongside energy use, and which cooling technologies (direct-to-chip and immersion) reduce water and energy use. It is part of EESI's series covering energy, water, noise and energy bills.","""Large data centers can consume up to 5 million gallons per day, equivalent to the water use of a town populated by 10,000 to 50,000 people."" | ""Novel technologies like direct-to-chip cooling and immersion cooling can reduce water and energy usage by data centers.""",Water utility boards and council members who need a plain-language primer on cooling and water.,Explainer from an environmental nonprofit that synthesizes other sources.,18 September 2026
Community impacts and public opinion,Water use,,How Much Water Do Data Centers Use? And Why Does It Matter?,Pacific Institute,Published: September 2026,Issue brief,https://pacinst.org/publication/how-much-water-do-data-centers-use-and-why-does-it-matter/,"The Pacific Institute's issue brief summarizes what is known about data center water use and addresses common misunderstandings. The landing page overview says data centers are a small share of national water use but can be locally significant, especially in water-scarce and rural areas, and that the lack of standardized reporting on data center number, size, location and water use makes impacts hard to assess.","""While data centers represent a relatively small proportion of global or national water use, data center water use can be locally significant, especially in water-scarce and rural areas."" | ""The lack of standardized reporting on the number, size, location, and water use of data centers makes it difficult for communities, water managers, and decision-makers to understand and adequately address potential impacts.""",Rural county officials and water managers who need a balanced framing of national versus local water significance.,Only the web overview was read; the PDF brief would not render as text in the browser.,18 September 2026
Community impacts and public opinion,Water use,,Drained by Data: The Cumulative Impact of Data Centers on Regional Water Stress,Ceres,"September 23, 2025",Report landing page with key findings,https://www.ceres.org/resources/reports/drained-by-data-the-cumulative-impact-of-data-centers-on-regional-water-stress,"Grounded in the Phoenix, Arizona region, this Ceres report examines both direct on-site water use for cooling and indirect water use from the power generation that supplies data centers, and the cumulative effect of clustered facilities in water-stressed areas. It frames these as financial, operational, reputational, legal and regulatory risks and offers recommendations for companies, investors, water managers and policymakers.","""this report finds that indirect water use – primarily from power generation to meet their massive energy needs – has an even greater impact."" | ""Water use associated with data center cooling operations is expected to increase by 870% as more facilities come online, from 385 million gallons a year to more than 3.7 billion gallons"" | ""Data center growth could increase water stress in already strained basins by up to 17% annually""","Officials in arid and fast-growing regions, and anyone evaluating cumulative impacts of multiple projects rather than one site at a time.",Focused on the Phoenix area; Ceres is a sustainability nonprofit working with investors.,18 September 2026
Community impacts and public opinion,Water use,Texas,Thirsty Data and the Lone Star State: The Impact of Data Center Growth on Texas’ Water Supply,"Houston Advanced Research Center (HARC), Margaret Cook, PhD",01.21.2026 (as printed),White paper,https://harcresearch.org/research/thirsty-data-and-the-lone-star-state-the-impact-of-data-center-growth-on-texas-water-supply/,"HARC's white paper examines how current and projected data center growth could affect Texas water supplies and why state water planning may not capture that demand. The page summarizes recommendations including transparent reporting of data center water and electricity use, incentives for water-lean technology on site, and forward-looking forecasting in state water planning.","""existing and proposed data centers could place significant and growing pressure on the state’s already limited water supplies, pressure that is not fully reflected in current state water planning processes."" | ""Texas Data Center Boom Could Consume Up to 161 Billion Gallons of Water Annually by 2030""",Officials in Texas and other states whose regional water plans do not yet account for data center demand.,Texas-specific. Only the landing page was read; the white paper PDF itself was not opened.,18 September 2026
Community impacts and public opinion,Water use,Texas,Balancing the Water Needs of Data Centers and Large Water Users in Texas,"Houston Advanced Research Center (HARC), with Texas Living Waters",07.14.2026 (as printed),Policy recommendations,https://harcresearch.org/research/balancing-the-water-needs-of-data-centers-and-large-water-users-in-texas-with-the-states-vision-for-long-term-water-security/,"Policy recommendations for the 90th Texas Legislature on managing water demand from data centers and other large users. Partners listed are Texas Living Waters, National Wildlife Federation, Hill Country Alliance, Sierra Club Lone Star Chapter and Bayou City Waterkeeper. The recommendations are grouped in four areas: transparency and planning, responsible use, cost recovery from large users, and long-term protection of supplies and communities.","""The policy recommendations focus on four key areas: improving transparency and water-use planning, encouraging responsible use of limited water resources, ensuring large water users pay their fair share of infrastructure costs, and protecting water supplies and communities for the long term.""",Utility and water district officials considering cost-recovery rules for large water users.,Developed with environmental advocacy partners; Texas-focused.,18 September 2026
Community impacts and public opinion,Water use,,"Making AI Less ""Thirsty"": Uncovering and Addressing the Secret Water Footprint of AI Models","arXiv preprint (Pengfei Li, Jianyi Yang, Mohammad A. Islam, Shaolei Ren)",Submitted 6 Apr 2023; last revised 26 Mar 2025 (v5),Academic paper,https://arxiv.org/abs/2304.03271,"This widely cited academic paper estimates the water withdrawal and consumption footprint of AI models, including direct on-site evaporation for cooling. The abstract gives an example estimate for training one large language model and a projection of global AI water withdrawal in 2027, and argues that water footprint should be addressed alongside carbon.","""training the GPT-3 language model in Microsoft's state-of-the-art U.S. data centers can directly evaporate 700,000 liters of clean freshwater"" | ""the global AI demand is projected to account for 4.2-6.6 billion cubic meters of water withdrawal in 2027""",Staff who want the academic origin of many water figures quoted in news coverage.,"Preprint; figures are modeled estimates, and the abstract notes such information 'has been kept a secret' by operators.",18 September 2026
Community impacts and public opinion,Water use and siting,,‘Roadmap’ shows the environmental impact of AI data center boom,"Cornell Chronicle, Cornell University (David Nutt)","November 10, 2025",University news release on a peer-reviewed study,https://news.cornell.edu/stories/2025/11/roadmap-shows-environmental-impact-ai-data-center-boom,"Cornell researchers built a state-by-state estimate of carbon and water impacts from AI data center growth to 2030, published November 10, 2025 in Nature Sustainability. The release reports projected annual carbon dioxide and water impacts and a 'roadmap' of smart siting, grid decarbonization and operational efficiency that would cut those impacts relative to worst-case scenarios. It identifies which regions offer the best combined carbon-and-water profile.","""by 2030, the current rate of AI growth would annually put 24 to 44 million metric tons of carbon dioxide into the atmosphere"" | ""It would also drain 731 to 1,125 million cubic meters of water per year""",State and regional planners thinking about where large facilities should be sited.,University news summary of the study; the paper itself was not opened.,18 September 2026
Community impacts and public opinion,Air emissions,Virginia,Issued Air Permits for Data Centers,Virginia Department of Environmental Quality,"Issued Air Permits for Data Centers as of September 14, 2026",State agency web page with permit list and guidance documents,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"Virginia DEQ lists the air permits it has issued for data centers (through its regional offices) and links two guidance documents: APG-576 on diesel engine-generator sets and APG-578 on sudden and reasonably unforeseeable events in planned electric outages. The page summarizes the April 2026 revision of APG-576, which sets presumptive Best Available Control Technology and performance testing requirements for emergency and non-emergency generator sets at data centers.","""The revised guidance document, APG-576 - Diesel Engine-Generator Set Procedure for Writing New and Modified Permits, became effective April 9, 2026."" | ""the presumptive BACT for both emergency and non-emergency gen-sets located as data centers is now based on the use of a selective catalytic reduction (SCR) system or equivalent for nitrogen oxides control""","Local officials who want to see what a state air agency now requires of data center generators, and residents' questions about who permits them.",Virginia-specific; individual permit documents were not opened in this session.,18 September 2026
Community impacts and public opinion,Public health and air emissions,,Health-Informed Computing: Estimating and Addressing the Public Health Impact of Data Centers,"arXiv preprint (Yuelin Han, Zhifeng Wu, Pengfei Li, Adam Wierman, Shaolei Ren)",Submitted 9 Dec 2024; last revised 8 Jun 2026 (v4),Academic paper,https://arxiv.org/abs/2412.06288,"This paper (earlier versions were titled 'The Unpaid Toll') introduces a method to model criteria air pollutant emissions from data centers, including backup generators and power generation, and to estimate public health costs. The abstract projects national public health costs to 2028 and finds the burden is unevenly distributed, with the most affected counties facing per-household costs far above the national average. It proposes a 'health-informed computing' framework and recommends that energy reporting include public health impact.","""the growing demand for AI and computing technologies is projected to push the total annual public health burden of U.S. data centers up to more than $20 billion in 2028."" | ""Although national-level impacts remain modest, data center health costs are unevenly distributed""",Health departments and officials weighing cumulative air quality effects in counties with many data centers.,"Preprint; results are modeled projections, and the title and content have been revised across four versions.",18 September 2026
Community impacts and public opinion,Air emissions,,"False emergencies, real pollution: Diesel generator use at data centers","Environment America Research & Policy Center, Frontier Group and U.S. PIRG Education Fund (Quentin Good, Johanna Neumann, Abe Scarr)","May 7, 2026",Web report,https://environmentamerica.org/center/resources/false-emergencies-real-pollution/,"This report examines how data centers use banks of diesel backup generators, when they are permitted to run beyond true emergencies (scheduled outages, grid relief), and the difference in emissions between Tier 2 and Tier 4 generators. It discusses Virginia rule changes and argues battery storage is a cleaner alternative.","""These massive, energy-hungry facilities house dozens of industrial generators, many capable of producing between 1 and 3 megawatts (MW) of power each."" | ""Tier 4 generators are significantly cleaner than those complying with Tier 2, cutting emissions of nitrogen oxides by 88% and particulate matter by 85%."" | ""Until recently, emergency generators (dirtier Tier 2 generators) in Virginia were not allowed to run during planned power outages.""","Officials negotiating conditions on generator tier, run hours or battery backup.",Published by environmental advocacy organizations.,18 September 2026
Community impacts and public opinion,Air emissions and noise,,Data Centers’ Use of Diesel Generators for Backup Power Is Commonplace: and Problematic,Inside Climate News (Arcelia Martin),"November 12, 2025",News article,https://insideclimatenews.org/news/12112025/data-center-diesel-generators-noise-pollution/,"This nonprofit newsroom article reports on how diesel backup generators at data centers are permitted, with a focus on Texas (TCEQ) and federal limits on non-emergency run hours, including hours that can be used for demand response. It covers noise and pollution concerns and industry interest in gas generators as an alternative.","""But for non-emergencies, like machine testing, diesel generators are federally limited to 100 hours."" | ""Fifty of those 100 hours can be used for demand response programs""",Officials who need a plain explanation of generator run-hour limits and demand response.,Journalism rather than research. The article's actual headline uses an em dash; it is rendered here with a colon.,18 September 2026
Community impacts and public opinion,Farmland and land use,Wisconsin,Data Center Impacts on Agriculture,Wisconsin Farm Bureau Federation,undated on page (cites WEDC certifications 'as of February 2025'),Issue backgrounder,https://wfbf.com/policy/current-issues/state-agricultural-issues/data-center-impacts-on-agriculture/,"Written for farmers facing a nearby data center proposal, this backgrounder covers land requirements, energy demand and who pays for power infrastructure, cooling and water use (including rural high-capacity wells), stormwater runoff, 24/7 lighting and noise, utility easements, jobs, and Wisconsin's sales and use tax exemption for certified data centers. It closes with considerations for farmers before development.","""Data centers need a minimum of 40 acres for a small center and upwards of 1000 acres for a large center."" | ""rural locations may require multiple high-capacity wells running on an ongoing basis."" | ""in the long term they support a rather limited number of jobs for the size of the investment.""","Rural township and county officials, and farm neighbors, weighing rezoning of agricultural land.",Advocacy organization representing farmers; Wisconsin-specific tax details.,18 September 2026
Community impacts and public opinion,"Local economic, housing and water effects",,Data Centers and Local Economies in the Age of AI: A Shift: Share Approach (NBER Working Paper 35194),"National Bureau of Economic Research (Fernando E. Alvarez, David Argente, Joyce Chow, Diana Van Patten)",Issue date May 2026; revision date September 2026,Academic working paper,https://www.nber.org/papers/w35194,"The authors link a facility-level panel of U.S. data centers to county measures of employment, establishments, payroll, income, house prices, electricity prices and public-supply water withdrawals. To handle the fact that developers choose sites, they build an instrument from historical fiber-route geography (railroad corridors and backbone access points). They report effects after the modern expansion began, and dynamic long-difference estimates over time.","""the estimates show positive effects on total employment, construction employment, establishments, payroll, tax returns, adjusted gross income, and wages."" | ""sustained increases in house prices and public-supply withdrawals, and positive effects on electricity prices that emerge later.""",Economic development directors and finance staff who want peer-level causal evidence rather than industry impact studies.,"Working paper, not yet peer reviewed; only the abstract page was read.",18 September 2026
Community impacts and public opinion,Jobs and property values,,New evidence on data center employment effects,Brookings Institution (Dany Bahar and Greg Wright),"Originally published May 4, 2026; updated August 10, 2026",Research brief,https://www.brookings.edu/articles/new-evidence-on-data-center-employment-effects/,"This brief summarizes the authors' paper 'Data Centers and Local Labor Markets,' which compares labor markets that received their first large data center with control markets. It reports effects on data processing and telecommunications employment, wages and home prices over the first decade, and finds effects differ by facility type. An editor's note says earlier findings on employment, wages and home prices were revised with an expanded sample.","""Labor markets that receive their first large data center see employment rise in the data processing sector by 56% over the first decade of operations."" | ""Wages were unchanged, and we find a modest increase in home prices of 2%-5%."" | ""At a typical treated county, these estimates imply roughly 100-200 jobs, depending on facility type.""",Officials evaluating job claims in a developer's application or an incentive request.,The editor's note says results were revised and research is continuing; the full paper is 'available from the authors.',18 September 2026
Community impacts and public opinion,Local economic development,,"Turning the data center boom into long-term, local prosperity","Brookings Institution (Daniel Goetzel, Mark Muro, Shriya Methkupally)","February 5, 2026",Web article,https://www.brookings.edu/articles/turning-the-data-center-boom-into-long-term-local-prosperity/,"The authors argue that the standard model of fast, opaque data center dealmaking delivers short-term construction jobs and revenue but little lasting local economic benefit. They say competition for sites, grid access and permits gives regions leverage, and cite early examples of negotiated co-investments that anchor regional tech ecosystems.","""Regions should treat data center negotiations not as isolated real estate transactions but as ecosystem-shaping moments that trade infrastructure access for commitments to advance local innovation, talent, and industry strengths.""",Economic development officials preparing to negotiate development or community benefit agreements.,Policy commentary; examples are illustrative.,18 September 2026
"Industry, markets and technical explainers",Industry association,,Reports & Publications,Data Center Coalition (DCC),undated (index page; newest items listed May 2026),Web page,https://www.datacentercoalition.org/reports-and-publications,"Lists the reports the Data Center Coalition has released, newest first. The May 2026 entries are an Energy + Environmental Economics (E3) report on data centers and electricity rates and a PwC report, commissioned by DCC, on the economic contributions of the U.S. data center industry for 2023 to 2024 at national and state level. Earlier entries include a February 2025 PwC national and state study and a February 2025 report on Texas state and local tax revenues from data centers. Each entry links to a downloadable report or research note.","""Economic Contributions of Data Centers in the United States, 2023-2024"" | ""A new report from PwC, commissioned by DCC"" | ""Report: Texas State and Local Tax Revenues from Data Centers""",Staff who want to see the full set of industry-sponsored economic and rate studies that developers are likely to cite in a local hearing.,Every study on this page was commissioned or funded by the industry's trade association. Treat findings as the industry's case and compare them with independent sources.,18 September 2026
"Industry, markets and technical explainers",Industry-funded economic impact study,,"2026 Impact Study (page heading: 2026 PwC Report, Economic contributions of U.S. data centers, 2023-2024)",Data Center Coalition (report prepared by PwC); hosted on DCC's Center of Your Digital World site,May 2026 (per DCC reports page),Web summary page with link to full PDF report,https://www.centerofyourdigitalworld.org/2026-impact-study,"Summarizes a PwC study, commissioned by the Data Center Coalition, of the data center industry's economic contributions in 2023 and 2024 for the nation, all 50 states and the District of Columbia. Highlights are grouped into Employment, Value Added (GDP) and Taxes. The totals include direct, indirect and induced effects, meaning they count supplier and household spending ripple effects, not only people working inside data centers. The page links to the full report for state-level tables.","""In 2024, the U.S. data center industry directly employed 1,005,080 people."" | ""each direct job in the data center industry supports more than 4.5 jobs elsewhere"" | ""grew from $768 billion in 2023 to $927 billion in 2024"" | ""increased from $165 billion in 2023 to $204 billion in 2024""",Economic development staff and elected officials weighing claims about jobs and tax base; useful for knowing what numbers an applicant may present.,"Commissioned and published by the industry trade association. National and state totals include indirect and induced effects and are not a measure of permanent on-site jobs at any single facility. The page does not describe local, facility-level results.",18 September 2026
"Industry, markets and technical explainers",Industry explainer (plain language),,About Data Centers,Data Center Coalition (Center of Your Digital World site),undated,Web page,https://www.centerofyourdigitalworld.org/about-centers,"Defines a data center in everyday terms and explains that anything done in the cloud runs in one. A section titled Inside a data center lists the IT equipment (routers, switches, firewalls, storage systems, servers) and the supporting systems (power subsystems, uninterruptible power supplies, ventilation, cooling, fire suppression, backup generators and network connections). It also asserts community benefits. The footer states the site is powered by the Data Center Coalition, the industry's trade association.","""Data centers are buildings that house the internet."" | ""uninterruptible power supplies (UPS)""",Residents and new officials who need a two-minute introduction to the physical components of a data center.,"Written by the industry trade association as advocacy. The benefits section is promotional and gives no sourcing; it omits impacts such as noise, water use and grid costs.",18 September 2026
"Industry, markets and technical explainers",Industry-funded rate study,,Understanding the Drivers of Rising Electricity Rates and the Role of Data Centers,"Energy and Environmental Economics, Inc. (E3); funded by the Data Center Coalition",May 2026,PDF white paper,https://www.ethree.com/wp-content/uploads/2026/05/Understanding-the-Drivers-of-Rising-Electricity-Rates-and-the-Role-of-Data-Centers_E3-2026.pdf,"Includes a Report in Brief, an Executive Summary, two primers (how power markets work, and retail rate design and cost allocation), a section on how the regulatory system protects customers, a review of data center rate impacts to date, drivers of rising electricity rates, and select market overviews. It argues rate increases stem from many factors such as market design, fuel cost volatility, generation retirements, inflation and other utility investments, not load growth alone. It calls for regular updates to utility cost allocation across customer classes. The acknowledgments state the report was funded by the Data Center Coalition, which reviewed it before publication, while E3 says the conclusions are its own.","""there is no evidence that data centers have been historically subsidized by other customers"" | ""Regular updates to utility cost allocation across customer classes will be critical"" | ""This report was funded by the Data Center Co[alition]""","Officials and utility commission watchers who want the industry-sponsored view on rate impacts, to read alongside independent or regulator analyses.","Funded by the Data Center Coalition and reviewed by it before publication. It is a review of prior studies, not new ratepayer data for any specific utility, and its conclusions concern historical impacts under existing rate structures.",18 September 2026
"Industry, markets and technical explainers",Industry survey (public summary),,"Uptime Institute 16th Annual 2026 Global Data Center Survey: Deployment of High Density Racks Rising Fast, Operators Face Continued Recruiting and Retention Pressures",Uptime Institute,"July 28, 2026",Press release,https://uptimeinstitute.com/about-ui/press-releases/16th-annual-2026-global-data-center-survey-deployment-of-high-density-racks-rising-fast-operators-face-continued-recruiting-and-retention-pressures,"Summarizes Uptime Institute's 16th annual survey of more than 800 data center owners and operators, about one in four of whom work for third-party providers such as colocation and cloud firms. Findings cover rising costs and concerns about capacity forecasting, power availability and supply chains; only minor improvement in average Power Usage Effectiveness (PUE) because of legacy facilities; rising rack power densities with more operators reporting peaks of 30 kW or higher; fewer but costlier outages; worsening staffing shortages; and more operators tracking water use while carbon tracking remains a minority activity.","""The industry saw minor improvements in average Power Usage Effectiveness (PUE) levels this year."" | ""One in ten outages is still classified as serious or severe"" | ""more than half of all operators now recording their water consumption"" | ""collected responses from more than 800 data center owners and operators""","Officials who want to understand operator-side trends (density, water tracking, reliability) behind the requests they receive.","Uptime Institute is a commercial firm that sells research subscriptions and certifications. Only this press summary was read; the full report is published through Uptime Intelligence and its access terms were not verified. Survey results are self-reported and global, not U.S.-local.",18 September 2026
"Industry, markets and technical explainers",Industry survey (public summary),,"Uptime's 15th Annual Global Data Center Survey Results Shows Both Commitment and Hesitancy as Industry Plans for Wider AI Usage, Climate Change Reporting, and the NVIDIA Revolution to Come",Uptime Institute,"July 30, 2025",Press release,https://uptimeinstitute.com/about-ui/press-releases/uptimes-15th-annual-global-data-center-survey-results-shows-both-commitment-and-hesitancy,"Summarizes the 2025 edition of Uptime's global operator survey. It reports that cost remains the top management concern while worries about forecasting future capacity grew, that average PUE showed little change for a sixth consecutive year, that racks in the 10 to 30 kW range are becoming more common while few facilities exceed 30 kW, and that collection of sustainability metrics did not improve in 2025. It also notes roughly one-third of owners and operators perform some AI training or inference.","""Average PUE levels show little change for the sixth consecutive year"" | ""greater adoption of racks in the 10–30 kW range"" | ""The collection and reporting of key sustainability metrics have not improved in 2025""",Readers comparing year-over-year operator trends; pairs with the 2026 release.,Commercial research firm; press summary only; survey is global and self-reported. Superseded in part by the 2026 survey.,18 September 2026
"Industry, markets and technical explainers",Industry reliability research (public summary),,Uptime Announces Annual Outage Analysis Report 2026,Uptime Institute (Uptime Intelligence),"May 13, 2026",Press release,https://uptimeinstitute.com/about-ui/press-releases/uptime-announces-annual-outage-analysis-report-2026,"Reports that per-site outage frequency has declined for the fifth consecutive year, though the pace of improvement has slowed. It notes that in publicly reported outages, failures of external infrastructure are becoming more prominent and fiber and connectivity outages are rising. Uptime's research director argues failures will increasingly come from complex interactions among software, networks and external dependencies, including power availability, rather than single points of failure inside the building.","""outage frequency on a per-site basis is declining"" | ""approximately 1 in 10 note their last outage had serious or severe impacts"" | ""digital infrastructure is remarkably resilient""","Emergency management and utility staff interested in why operators want redundant power, backup generators and multiple fiber routes.",Commercial research firm; press summary only; full report access not verified.,18 September 2026
"Industry, markets and technical explainers",Industry standard (reliability tiers) / glossary,,Uptime Institute Tier Classification System,Uptime Institute,undated,Web page,https://uptimeinstitute.com/tiers,"Describes Uptime's four progressive Tiers, which define criteria for maintenance, power, cooling and fault capabilities, plus a second component called operational sustainability. Tier I is the basic level with a UPS, dedicated cooling and an engine generator. Tier III is concurrently maintainable, with redundant components and distribution paths so equipment can be maintained without shutdown. Tier IV has several independent and physically isolated systems. The page states that a higher Tier is not simply better; the Tier should fit the business need, and building codes, weather, security and property use are outside the standard.","""This progression does not mean that a Tier IV data center is better than a Tier II"" | ""A Tier III data center is concurrently maintainable"" | ""An engine generator for power outages.""","Planning staff decoding an applicant's claim of a Tier III or Tier IV design and what that implies for generators, fuel storage and redundant equipment yards.",Uptime is the only licensed certifier of its own Tier system and the page is partly marketing for certification services. It does not address local land use impacts.,18 September 2026
"Industry, markets and technical explainers",Standards body definition (PUE),,PUE: A Comprehensive Examination of the Metric (White Paper #49),The Green Grid (copy hosted by Lawrence Berkeley National Laboratory Center of Expertise),2012,PDF white paper,https://datacenters.lbl.gov/sites/default/files/WP49-PUE%20A%20Comprehensive%20Examination%20of%20the%20Metric_v6.pdf,"Consolidates The Green Grid's earlier PUE publications into a single reference. The Executive Summary states PUE is the industry-preferred metric for infrastructure energy efficiency and was developed by The Green Grid, a non-profit open industry consortium, with original publication in 2007. The paper explains that PUE compares total facility energy with IT equipment energy and cautions that it is not a productivity metric or a standalone comprehensive efficiency metric. Later sections cover measurement methodology and reporting.","""PUE measures the relationship between the total facility energy consumed and the IT equipment energy consumed."" | ""PUE is not a data center productivity metric"" | ""Since its original publication in 2007, PUE has been globally adopted by the industry.""","Staff who need the authoritative definition when an applicant quotes a design PUE, and who want to know its limits.",Produced by an industry consortium whose members include equipment makers and operators. Dated 2012; methodology is stable but market context is old. PUE says nothing about water use or total size of load.,18 September 2026
"Industry, markets and technical explainers",Standards body definition (WUE),,WP#35 - Water Usage Effectiveness (WUE): A Green Grid Data Center Sustainability Metric,The Green Grid,"01 March, 2011",Web abstract page,https://archive.thegreengrid.org/en/resources/library-and-tools/238-WP,"The public abstract explains that The Green Grid created WUE to address water use, which it describes as emerging as extremely important to data center design, location and operation. WUE is presented as a companion to PUE and Carbon Usage Effectiveness (CUE), so operators can assess water, energy and carbon aspects together. The editor and contributors are listed from Intel, Symantec, Microsoft and Emerson.","""the WUE metric is a natural extension of PUE"" | ""emerging as extremely important in the design, location, and operation of data centers""",Water utility and planning staff who want the origin of the WUE metric an applicant may cite.,Only the abstract is public; the full paper requires sign-in on The Green Grid site and was not read. Industry consortium authorship; dated 2011.,18 September 2026
"Industry, markets and technical explainers",Standards body resource hub,,ASHRAE Data Center Resources,ASHRAE,undated,Web page,https://www.ashrae.org/technical-resources/bookstore/datacom-series,"Lists ASHRAE's Datacom book series and research, plus a section titled Free Resources: White Papers and Technical Bulletins. Free titles listed include Emergence and Expansion of Liquid Cooling in Mainstream Data Centers, Edge Computing: Considerations for Reliable Operation, Data Center Power Equipment Thermal Guidelines and Best Practices, and Water-Cooled Servers Common Designs, Components, and Processes. It also lists ASHRAE government engagement items, such as a letter to GSA on federal data centers.","""Free Resources: White Papers and Technical Bulletins"" | ""Emergence and Expansion of Liquid Cooling in Mainstream Data Centers""","Technical staff looking for free, standards-body explanations of liquid cooling and edge data centers.","ASHRAE is a professional society that sells most of its publications; only the free items are openly available. Index page, not analysis.",18 September 2026
"Industry, markets and technical explainers",Standards body (infrastructure standard),,ANSI/TIA-942 Standard,Telecommunications Industry Association (TIA),undated (describes revision TIA-942-C),Web page,https://tiaonline.org/products-and-services/tia942certification/ansi-tia-942-standard/,"Describes ANSI/TIA-942, the Telecommunications Infrastructure Standard for Data Centers, now in revision C, which TIA says was updated for data growth, AI and sustainability. It specifies minimum requirements across physical infrastructure including site location, architectural, electrical, mechanical, fire safety, telecommunications and security. TIA lists the standard's claimed advantages, including coverage of topologies, redundancy, fire protection and physical security, and promotes its TIA-942 audit and certification services. The standard itself must be purchased.","""specifies the minimum requirements for data centers and covers all physical infrastructure"" | ""Covers architecture and topologies, as well as electrical design, mechanical design, fire protection""",Building officials and fire marshals who want to know which private design standard an applicant may reference.,Industry association page that promotes paid certification and sale of the standard; full standard not read. Not a substitute for local building and fire codes.,18 September 2026
